new_index,question,topic,question_type,Whole_answer,highlighted_answer,Answer_type,query_standardized,topic_index,Sentiment_Valence,Sentiment_Label
1311,is it unsafe for you to eat imitation crab when pregnant?,pregnancy,Binary Question,"Yes, it is generally considered safe to eat imitation crab while pregnant , as it is typically precooked and made with low-mercury fish. However, it's important to ensure it's properly stored and cooked, and to be mindful of any other ingredients in dishes containing imitation crab, especially if they include raw or undercooked seafood. Here's a more detailed explanation: Precooked:","Yes, it is generally considered safe to eat imitation crab while pregnant",AIO,is it unsafe for you to eat imitation crab when pregnant?,68,negative,Neutral 
1209,is it safe for you to eat mozzarella when pregnant?,pregnancy,Binary Question,"Yes, it is generally safe to eat mozzarella cheese while pregnant, especially if it's made from pasteurized milk . Pasteurized milk is heated to kill harmful bacteria, making it a safe option for pregnant women. Mozzarella, like other soft cheeses, can be eaten both fresh and cooked when made from pasteurized milk. Why pasteurization is important: Kills harmful bacteria:","Yes, it is generally safe to eat mozzarella cheese while pregnant, especially if it's made from pasteurized milk",AIO,is it safe for you to eat mozzarella when pregnant?,69,positive,Postive
1106,can you eat mozzarella when pregnant?,pregnancy,Binary Question,"Yes, mozzarella cheese can generally be consumed during pregnancy, as long as it is made from pasteurized milk . Pasteurization is a process that heats milk to a high temperature to kill harmful bacteria, including Listeria, which can be dangerous for pregnant women.","Yes, mozzarella cheese can generally be consumed during pregnancy, as long as it is made from pasteurized milk",AIO,can you eat mozzarella when pregnant?,69,neutral,Neutral 
1312,is it unsafe for you to eat mozzarella when pregnant?,pregnancy,Binary Question,"Yes, it is generally considered safe to eat mozzarella cheese during pregnancy, provided it's made from pasteurized milk . Pasteurization kills harmful bacteria like Listeria , which can cause listeriosis , a serious infection that can harm both the mother and the fetus. Here's a more detailed explanation: Pasteurization is Key: The main concern with soft cheeses like mozzarella is the risk of listeriosis , a bacterial infection that can cause serious complications during pregnancy.","Yes, it is generally considered safe to eat mozzarella cheese during pregnancy, provided it's made from pasteurized milk",AIO,is it unsafe for you to eat mozzarella when pregnant?,69,negative,Neutral 
1210,is it safe for you to eat pepperoni when pregnant?,pregnancy,Binary Question,"Yes, it's generally safe to eat cooked pepperoni during pregnancy . However, you should avoid raw or undercooked pepperoni, as it can harbor harmful bacteria like Listeria and Toxoplasma gondii , which can be dangerous for both you and your baby. Thoroughly heating pepperoni to an internal temperature of 165°F (74°C) eliminates these risks. Here's why cooked pepperoni is safer: Heat kills bacteria:","Yes, it's generally safe to eat cooked pepperoni during pregnancy",AIO,is it safe for you to eat pepperoni when pregnant?,70,positive,Neutral 
1107,can you eat pepperoni when pregnant?,pregnancy,Binary Question,"Yes, pregnant women can eat pepperoni as long as it is thoroughly cooked . Pepperoni is a cured meat that can contain bacteria, such as Listeria. However, when cooked to an internal temperature of 165°F (74°C), these bacteria are killed. Therefore, it is safe to eat pepperoni if it is:","Yes, pregnant women can eat pepperoni as long as it is thoroughly cooked",AIO,can you eat pepperoni when pregnant?,70,neutral,Neutral 
1313,is it unsafe for you to eat pepperoni when pregnant?,pregnancy,Binary Question,"Yes, it is generally safe to eat cooked pepperoni while pregnant, but raw pepperoni should be avoided . Cooking pepperoni thoroughly kills off harmful bacteria and parasites that could be present in raw or undercooked meat, which is why it's safe to enjoy it on a warm pizza or after proper cooking. Here's why it's important to avoid raw pepperoni: Risk of Listeria: Cured meats like pepperoni can harbor listeria, a bacteria that can cause serious infections in pregnant women and potentially harm the developing baby.","Yes, it is generally safe to eat cooked pepperoni while pregnant, but raw pepperoni should be avoided",AIO,is it unsafe for you to eat pepperoni when pregnant?,70,negative,Neutral 
1211,is it safe for you to eat salmon while pregnant?,pregnancy,Binary Question,"Yes, it is generally safe for you to eat salmon while pregnant , according to the FDA and EPA. In fact, it's recommended to eat 8 to 12 ounces of low-mercury fish like salmon per week, which can provide beneficial omega-3 fatty acids for both you and your baby. Here's a more detailed explanation: Low-mercury benefits: Salmon is a good source of omega-3 fatty acids, which are important for fetal brain and eye development.","Yes, it is generally safe for you to eat salmon while pregnant",AIO,is it safe for you to eat salmon while pregnant?,71,positive,Postive
1108,can you eat salmon while pregnant?,pregnancy,Binary Question,"Yes, pregnant women can generally eat salmon in moderation . Benefits of Eating Salmon During Pregnancy: Omega-3 fatty acids: Salmon is a rich source of omega-3 fatty acids, which are essential for fetal brain and eye development. Protein: Salmon provides protein, which is necessary for building the baby's muscles and tissues.","Yes, pregnant women can generally eat salmon in moderation",AIO,can you eat salmon while pregnant?,71,neutral,Postive
1314,is it unsafe for you to eat salmon while pregnant?,pregnancy,Binary Question,"Yes, it is generally considered safe for pregnant women to eat salmon , including smoked salmon (if cooked thoroughly), but it's best to limit consumption to 8-12 ounces per week. While salmon is a good source of omega-3 fatty acids , it's important to be mindful of mercury levels in fish. Choosing wild salmon over farmed salmon and opting for cooked, hot smoked varieties can help minimize potential risks. Here's why salmon is generally considered safe and the precautions to take:","Yes, it is generally considered safe for pregnant women to eat salmon",AIO,is it unsafe for you to eat salmon while pregnant?,71,negative,Postive
1212,is it safe for you to eat shellfish while pregnant?,pregnancy,Binary Question,"Yes, it is generally safe to eat shellfish while pregnant, as long as it's thoroughly cooked . Raw or undercooked shellfish should be avoided due to the risk of foodborne illnesses like bacteria and parasites . Cooked shellfish, such as shrimp, lobster, and crab, can be part of a healthy pregnancy diet. Key Considerations: Thorough Cooking:","Yes, it is generally safe to eat shellfish while pregnant, as long as it's thoroughly cooked",AIO,is it safe for you to eat shellfish while pregnant?,72,positive,Neutral 
1109,can you eat shellfish while pregnant?,pregnancy,Binary Question,"Yes, pregnant women can generally eat shellfish, but with certain precautions . Safe Shellfish: Cooked shellfish, such as shrimp, lobster, crab, scallops, and mussels Shellfish from reputable sources that follow food safety regulations Precautions:","Yes, pregnant women can generally eat shellfish, but with certain precautions",AIO,can you eat shellfish while pregnant?,72,neutral,Postive
1315,is it unsafe for you to eat shellfish while pregnant?,pregnancy,Binary Question,"Yes, it is generally unsafe to eat raw or undercooked shellfish while pregnant due to the risk of foodborne illnesses and potential exposure to toxins like mercury . However, cooked shellfish, like shrimp, lobster, crab, mussels, oysters, and scallops, can be included in a healthy pregnancy diet. Here's a more detailed explanation:","Yes, it is generally unsafe to eat raw or undercooked shellfish while pregnant due to the risk of foodborne illnesses and potential exposure to toxins like mercury",AIO,is it unsafe for you to eat shellfish while pregnant?,72,negative,Neutral 
